0.5 0.320387393236 0.566027731861
1.5 0.317936204374 0.199354020643
2.5 0.306807113811 0.138475429637
3.5 0.291627601534 0.120753385363
4.5 0.272817457716 0.106617981933
5.5 0.248430657387 0.0788084160142
6.5 0.223917539335 0.0788665432753
7.5 0.199862626692 0.0645275501065
8.5 0.175053237804 0.0559102018873
9.5 0.153205141957 0.0523049338627
10.5 0.133921412751 0.0443782890664
11.5 0.117907007691 0.0429219873161
12.5 0.104354562052 0.036116921597
13.5 0.0923784667545 0.0316877542447
14.5 0.0835471703586 0.0308123297264
15.5 0.0760497476052 0.0281457789178
16.5 0.069775111236 0.0269596749864
17.5 0.0644210015006 0.0235659385812
18.5 0.0602101134136 0.0223997978811
19.5 0.0568368989043 0.0217632907485
20.5 0.0535041589831 0.0207722207067
21.5 0.0500750972682 0.0186478881118
22.5 0.0472137883908 0.0186322357423
23.5 0.0448812884412 0.0179047656148
24.5 0.0429832927245 0.01681620708
25.5 0.0409918313159 0.0156204672122
26.5 0.0390177046118 0.0148893083612
27.5 0.0374296069565 0.0151072601987
28.5 0.0358349863839 0.0146049132274
29.5 0.0347088252262 0.0134452642736
30.5 0.0332466049907 0.0132982571628
31.5 0.0326306894825 0.0125251073776
32.5 0.0322324759769 0.0126949745917
33.5 0.0320768386457 0.012418356188
34.5 0.0322286979083 0.0118892362326
